date,token,open,high,low,close,volume,buy_qty,sell_qty,buy_usd,sell_usd,PERMNO,BIDLO,ASKHI,PRC,OPENPRC,VOL,SHROUT,EXCHCD,Ret
2022-03-03,USD_ETH_perpetual_swap,2947.48,2962.4,2791.19,2835.35,2621495.4030000046,1277439.190000002,1344056.2130000023,3677582942.9290714,3868144445.97944,USD_ETH_perpetual_swap,2791.19,2962.4,2835.35,2947.48,2621495.4030000046,1000000,0,-0.038769912974495835
2022-03-03,USD_BTC_perpetual_swap,43889.5,43959.6,41837.8,42474.3,455501.8679999975,222594.23599999855,232907.63199999888,9587849874.25164,10027478614.602411,USD_BTC_perpetual_swap,41837.8,43959.6,42474.3,43889.5,455501.86799999746,1000000,0,-0.032916666666666594
2022-03-03,USD_BNB_perpetual_swap,408.95,411.75,397.34,402.42,189388015.63002023,93404782.34000996,95983233.2900103,37982667441.89102,39010088113.51866,USD_BNB_perpetual_swap,397.34,411.75,402.42,408.95,189388015.63002026,1000000,0,-0.01644873518269574
2022-03-03,USD_DOGE_perpetual_swap,0.13301,0.13343,0.12734,0.12961,276563972038.0,129568007244.0,146995964794.0,17060547912.202272,19349987013.705284,USD_DOGE_perpetual_swap,0.12734,0.13343,0.12961,0.13301,276563972038.0,1000000,0,-0.025781719783523616
2022-03-04,USD_ETH_perpetual_swap,2832.97,2828.01,2582.37,2621.57,2431348.023000006,1181660.0580000044,1249687.9650000017,3185518260.612349,3369916894.1459293,USD_ETH_perpetual_swap,2582.37,2828.01,2621.57,2832.97,2431348.023000006,1000000,0,-0.0753980990001234
2022-03-04,USD_BNB_perpetual_swap,402.24,401.54,372.51,374.32,171854655.8400092,80909461.83000256,90945194.01000664,31735578555.727272,35675898324.04198,USD_BNB_perpetual_swap,372.51,401.54,374.32,402.24,171854655.8400092,1000000,0,-0.06982754336265595
2022-03-04,USD_BTC_perpetual_swap,42449.6,42400.8,38633.0,39137.1,469134.2599999987,224730.31399999835,244403.9460000004,9164591141.917664,9959299336.98007,USD_BTC_perpetual_swap,38633.0,42400.8,39137.1,42449.6,469134.2599999987,1000000,0,-0.0785698646004761
2022-03-04,USD_DOGE_perpetual_swap,0.12957,0.12936,0.12103,0.12249,262127900080.0,126861392749.0,135266507331.0,16020222038.713243,17088172194.670368,USD_DOGE_perpetual_swap,0.12103,0.12936,0.12249,0.12957,262127900080.0,1000000,0,-0.05493403286783427
2022-03-05,USD_BTC_perpetual_swap,39127.7,39500.2,38732.4,39400.0,198745.7389999991,99499.23699999956,99246.50199999954,3893154860.484869,3881411481.307499,USD_BTC_perpetual_swap,38732.4,39500.2,39400.0,39127.7,198745.7389999991,1000000,0,0.006717411356487846
2022-03-05,USD_BNB_perpetual_swap,373.98,384.7,367.74,384.8,137876880.03000277,67500807.33000055,70376072.70000224,25315966985.07937,26346052969.451107,USD_BNB_perpetual_swap,367.74,384.7,384.8,373.98,137876880.03000277,1000000,0,0.027997435349433664
2022-03-05,USD_DOGE_perpetual_swap,0.12248,0.12515,0.12119,0.12493,148063769753.0,65097959569.0,82965810184.0,8001550333.935087,10192825628.887068,USD_DOGE_perpetual_swap,0.12119,0.12515,0.12493,0.12248,148063769753.0,1000000,0,0.019919993468854535
2022-03-05,USD_ETH_perpetual_swap,2620.25,2675.53,2593.12,2665.24,1085458.7600000007,542235.8680000005,543222.8920000003,1431882978.78381,1434135137.68619,USD_ETH_perpetual_swap,2593.12,2675.53,2665.24,2620.25,1085458.7600000007,1000000,0,0.016657956873171287
2022-03-06,USD_DOGE_perpetual_swap,0.12491,0.12521,0.1198,0.12062,158747413724.0,74363457047.0,84383956677.0,9164986288.230097,10402319442.328472,USD_DOGE_perpetual_swap,0.1198,0.12521,0.12062,0.12491,158747413724.0,1000000,0,-0.03449931961898656
2022-03-06,USD_BNB_perpetual_swap,384.41,385.87,372.77,374.78,106663968.9499992,50615081.2599984,56048887.6900008,19242612467.06446,21315538107.31292,USD_BNB_perpetual_swap,372.77,385.87,374.78,384.41,106663968.94999921,1000000,0,-0.026039501039501145
2022-03-06,USD_ETH_perpetual_swap,2663.55,2667.9,2543.76,2551.66,1394544.713000002,678469.0480000009,716075.6650000012,1777884035.0977592,1875593895.0226595,USD_ETH_perpetual_swap,2543.76,2667.9,2551.66,2663.55,1394544.713000002,1000000,0,-0.042615299185064015
2022-03-06,USD_BTC_perpetual_swap,39373.8,39555.0,38136.0,38404.7,311704.250999999,155049.23599999936,156655.0149999996,6024745029.092791,6085049861.5735,USD_BTC_perpetual_swap,38136.0,39555.0,38404.7,39373.8,311704.250999999,1000000,0,-0.02526142131979703
2022-03-07,USD_DOGE_perpetual_swap,0.12055,0.12222,0.11427,0.11694,225510365828.0,106030634185.0,119479731643.0,12668596007.152456,14270002775.650572,USD_DOGE_perpetual_swap,0.11427,0.12222,0.11694,0.12055,225510365828.0,1000000,0,-0.03050903664400595
2022-03-07,USD_BTC_perpetual_swap,38401.1,39352.1,37221.7,38054.9,490252.5849999975,245476.55199999863,244776.03299999883,9399757725.550991,9364892858.720491,USD_BTC_perpetual_swap,37221.7,39352.1,38054.9,38401.1,490252.58499999746,1000000,0,-0.009108260186904138
2022-03-07,USD_BNB_perpetual_swap,374.69,383.1,363.41,381.29,188699349.94001785,93221487.50000712,95477862.44001073,34815501271.00758,35639354220.38738,USD_BNB_perpetual_swap,363.41,383.1,381.29,374.69,188699349.94001785,1000000,0,0.017370190511767136
2022-03-07,USD_ETH_perpetual_swap,2549.36,2635.37,2452.87,2496.72,2690683.0780000053,1334080.5710000028,1356602.5070000023,3394422130.1053705,3449606934.085679,USD_ETH_perpetual_swap,2452.87,2635.37,2496.72,2549.36,2690683.0780000053,1000000,0,-0.021531081727189427
2022-03-08,USD_BNB_perpetual_swap,380.13,386.65,376.95,381.71,202484040.31004015,101587389.72001617,100896650.590024,38870016393.445625,38580272881.20924,USD_BNB_perpetual_swap,376.95,386.65,381.71,380.13,202484040.31004018,1000000,0,0.0011015237745546358
2022-03-08,USD_DOGE_perpetual_swap,0.11662,0.11931,0.11543,0.11703,219429421024.0,104245522792.0,115183898232.0,12312283452.871058,13601666896.227652,USD_DOGE_perpetual_swap,0.11543,0.11931,0.11703,0.11662,219429421024.0,1000000,0,0.000769625448948208
2022-03-08,USD_BTC_perpetual_swap,37963.7,39185.8,38015.8,38736.1,421461.16199999664,211158.69299999843,210302.46899999815,8166111284.450571,8129281097.616551,USD_BTC_perpetual_swap,38015.8,39185.8,38736.1,37963.7,421461.1619999966,1000000,0,0.017900454343592997
2022-03-08,USD_ETH_perpetual_swap,2490.0,2612.24,2493.94,2577.77,2643198.891000009,1326726.3040000051,1316472.587000004,3399199229.451959,3371201705.8513203,USD_ETH_perpetual_swap,2493.94,2612.24,2577.77,2490.0,2643198.891000009,1000000,0,0.03246259091928616
2022-03-09,USD_DOGE_perpetual_swap,0.11693,0.12353,0.11667,0.12153,264036344963.0,128028347731.0,136007997232.0,15513476220.200974,16467884044.30209,USD_DOGE_perpetual_swap,0.11667,0.12353,0.12153,0.11693,264036344963.0,1000000,0,0.038451679056652255
2022-03-09,USD_BNB_perpetual_swap,381.06,400.43,381.03,393.5,275381434.320065,140953138.38002396,134428295.94004104,55504692171.15127,52976131472.11065,USD_BNB_perpetual_swap,381.03,400.43,393.5,381.06,275381434.320065,1000000,0,0.030887322836708586
2022-03-09,USD_ETH_perpetual_swap,2575.49,2759.99,2569.87,2734.93,2075329.3080000055,1065541.0340000032,1009788.2740000024,2884042237.661529,2735489659.2371006,USD_ETH_perpetual_swap,2569.87,2759.99,2734.93,2575.49,2075329.3080000058,1000000,0,0.06096742533274879
2022-03-09,USD_BTC_perpetual_swap,38709.9,42400.0,38669.8,42000.0,462040.9919999997,239793.57400000063,222247.41799999904,9942349112.876797,9227967569.739544,USD_BTC_perpetual_swap,38669.8,42400.0,42000.0,38709.9,462040.9919999997,1000000,0,0.08425990226171454
2022-03-10,USD_BTC_perpetual_swap,41939.5,41933.2,38555.2,39443.9,646231.4410000201,315458.97200001,330772.46900001017,12455745515.376938,13064556843.46768,USD_BTC_perpetual_swap,38555.2,41933.2,39443.9,41939.5,646231.4410000201,1000000,0,-0.06085952380952375
2022-03-10,USD_DOGE_perpetual_swap,0.12145,0.12128,0.11445,0.11679,310945990961.0,145754284246.0,165191706715.0,17095125543.363811,19372979117.61732,USD_DOGE_perpetual_swap,0.11445,0.12128,0.11679,0.12145,310945990961.0,1000000,0,-0.03900271537891875
2022-03-10,USD_BNB_perpetual_swap,392.96,393.74,364.39,371.93,218307136.3400526,104752336.7400182,113554799.6000344,39445580497.473625,42789447729.91667,USD_BNB_perpetual_swap,364.39,393.74,371.93,392.96,218307136.3400526,1000000,0,-0.05481575603557809
2022-03-10,USD_ETH_perpetual_swap,2726.37,2721.23,2552.81,2606.61,2503387.939000004,1226718.9770000032,1276668.9620000003,3199106599.371429,3329171401.97559,USD_ETH_perpetual_swap,2552.81,2721.23,2606.61,2726.37,2503387.9390000035,1000000,0,-0.04691893393980828
2022-03-11,USD_BTC_perpetual_swap,39407.2,39950.4,38251.7,38753.1,656302.1930000077,326401.0320000036,329901.16100000404,12771065595.585487,12896051048.815413,USD_BTC_perpetual_swap,38251.7,39950.4,38753.1,39407.2,656302.1930000077,1000000,0,-0.017513481171993694
2022-03-11,USD_DOGE_perpetual_swap,0.11678,0.1179,0.11418,0.11551,249766582719.0,119854614998.0,129911967721.0,13923275310.53084,15090750171.606133,USD_DOGE_perpetual_swap,0.11418,0.1179,0.11551,0.11678,249766582719.0,1000000,0,-0.010959842452264779
2022-03-11,USD_ETH_perpetual_swap,2605.43,2658.51,2525.06,2558.25,2866278.2950000144,1423527.4700000065,1442750.825000008,3692017588.35125,3740018238.46757,USD_ETH_perpetual_swap,2525.06,2658.51,2558.25,2605.43,2866278.295000015,1000000,0,-0.018552832989975565
2022-03-11,USD_BNB_perpetual_swap,371.75,377.87,364.89,372.01,181694065.67003125,89408967.15001257,92285098.52001868,33258757085.59697,34329491237.659943,USD_BNB_perpetual_swap,364.89,377.87,372.01,371.75,181694065.67003125,1000000,0,0.00021509423816312712
2022-03-12,USD_BNB_perpetual_swap,371.8,378.39,372.0,372.58,138929392.48000258,66776732.68999948,72152659.79000312,25077035752.62961,27073871789.988464,USD_BNB_perpetual_swap,372.0,378.39,372.58,371.8,138929392.4800026,1000000,0,0.0015322168758904464
2022-03-12,USD_DOGE_perpetual_swap,0.11542,0.11705,0.11473,0.11482,196499589996.0,93212083881.0,103287506115.0,10847167206.28169,12019171430.0438,USD_DOGE_perpetual_swap,0.11473,0.11705,0.11482,0.11542,196499589996.0,1000000,0,-0.005973508787117998
2022-03-12,USD_BTC_perpetual_swap,38713.1,39232.0,38722.5,38853.2,268626.95099999884,131737.85699999944,136889.0939999994,5147572786.865322,5346255559.238621,USD_BTC_perpetual_swap,38722.5,39232.0,38853.2,38713.1,268626.95099999884,1000000,0,0.002583019164918321
2022-03-12,USD_ETH_perpetual_swap,2555.89,2598.79,2558.61,2572.33,1294618.223000001,649989.4840000006,644628.7390000003,1680215131.4052796,1665733121.4512403,USD_ETH_perpetual_swap,2558.61,2598.79,2572.33,2555.89,1294618.223000001,1000000,0,0.005503762337535356
2022-03-13,USD_BNB_perpetual_swap,372.1,376.58,360.68,361.73,130658557.99002355,59741192.40000217,70917365.59002139,22255938002.815296,26413727775.44654,USD_BNB_perpetual_swap,360.68,376.58,361.73,372.1,130658557.99002355,1000000,0,-0.02912126254764069
2022-03-13,USD_DOGE_perpetual_swap,0.11474,0.11601,0.11052,0.11163,275330000873.0,129291193456.0,146038807417.0,14801188508.362003,16710593532.5052,USD_DOGE_perpetual_swap,0.11052,0.11601,0.11163,0.11474,275330000873.0,1000000,0,-0.02778261626894285
2022-03-13,USD_ETH_perpetual_swap,2567.57,2592.46,2502.96,2518.71,1706431.000000005,831971.3030000025,874459.6970000024,2133032529.73916,2240139089.6077294,USD_ETH_perpetual_swap,2502.96,2592.46,2518.71,2567.57,1706431.000000005,1000000,0,-0.02084491492149132
2022-03-13,USD_BTC_perpetual_swap,38792.6,39167.2,37695.0,37806.7,352209.91400000144,168969.13900000014,183240.7750000013,6544620531.174336,7091368959.448912,USD_BTC_perpetual_swap,37695.0,39167.2,37806.7,38792.6,352209.91400000144,1000000,0,-0.026934718375835165
2022-03-14,USD_ETH_perpetual_swap,2514.07,2599.09,2500.75,2591.96,2614608.674000006,1337278.0160000017,1277330.6580000042,3428394999.25212,3273761679.73925,USD_ETH_perpetual_swap,2500.75,2599.09,2591.96,2514.07,2614608.674000006,1000000,0,0.029082347709740386
2022-03-14,USD_BTC_perpetual_swap,37743.7,39644.4,37602.8,39701.3,558781.1070000029,288646.4670000027,270134.64000000013,11203303619.69249,10479380817.070593,USD_BTC_perpetual_swap,37602.8,39644.4,39701.3,37743.7,558781.1070000029,1000000,0,0.05011281069228479
2022-03-14,USD_DOGE_perpetual_swap,0.11133,0.11724,0.11045,0.11397,893586562686.0,438743077823.0,454843484863.0,50666745847.06857,52548277019.72688,USD_DOGE_perpetual_swap,0.11045,0.11724,0.11397,0.11133,893586562686.0,1000000,0,0.02096210696049461
2022-03-14,USD_BNB_perpetual_swap,361.06,373.01,359.56,374.0,180786253.2400123,88600748.53000115,92185504.71001115,32484825094.475266,33793643551.46452,USD_BNB_perpetual_swap,359.56,373.01,374.0,361.06,180786253.2400123,1000000,0,0.03392032731595385
2022-03-15,USD_ETH_perpetual_swap,2588.96,2656.93,2512.58,2620.64,3111959.7000000104,1575876.1230000064,1536083.5770000038,4061855909.28461,3956104447.497759,USD_ETH_perpetual_swap,2512.58,2656.93,2620.64,2588.96,3111959.7000000104,1000000,0,0.011064985570764962
2022-03-15,USD_BTC_perpetual_swap,39651.5,39709.2,38233.2,39337.7,533173.6449999993,268572.16199999966,264601.4829999996,10484563788.10864,10323797876.569489,USD_BTC_perpetual_swap,38233.2,39709.2,39337.7,39651.5,533173.6449999993,1000000,0,-0.009158390279411677
2022-03-15,USD_BNB_perpetual_swap,373.28,373.52,362.1,371.75,168281259.50000623,78617377.07000154,89663882.43000469,28924705325.92653,32968953860.83913,USD_BNB_perpetual_swap,362.1,373.52,371.75,373.28,168281259.50000623,1000000,0,-0.006016042780748632
2022-03-15,USD_DOGE_perpetual_swap,0.11378,0.11381,0.11037,0.11267,314479814860.0,147400429066.0,167079385794.0,16548563475.294546,18750984773.25557,USD_DOGE_perpetual_swap,0.11037,0.11381,0.11267,0.11378,314479814860.0,1000000,0,-0.011406510485215349
2022-03-16,USD_BTC_perpetual_swap,39270.9,41327.1,38959.1,41163.3,993979.8560000464,504312.2940000222,489667.56200002425,20305214755.88126,19703204564.45025,USD_BTC_perpetual_swap,38959.1,41327.1,41163.3,39270.9,993979.8560000465,1000000,0,0.04640840720225148
2022-03-16,USD_ETH_perpetual_swap,2617.29,2779.46,2606.95,2775.12,4064179.266999989,2100647.2569999946,1963532.0099999935,5644793661.726551,5271008825.304387,USD_ETH_perpetual_swap,2606.95,2779.46,2775.12,2617.29,4064179.266999988,1000000,0,0.05894743268819824
2022-03-16,USD_DOGE_perpetual_swap,0.11255,0.11682,0.11227,0.11699,429572483529.0,209021694983.0,220550788546.0,23817408879.51849,25137671618.015663,USD_DOGE_perpetual_swap,0.11227,0.11682,0.11699,0.11255,429572483529.0,1000000,0,0.03834206088577252
2022-03-16,USD_BNB_perpetual_swap,371.51,385.73,368.13,385.7,255225587.99005136,128970248.82002616,126255339.17002518,48504082002.85594,47455272207.97149,USD_BNB_perpetual_swap,368.13,385.73,385.7,371.51,255225587.99005133,1000000,0,0.037525218560860774
2022-03-17,USD_ETH_perpetual_swap,2772.78,2822.35,2750.71,2813.82,2139448.675000006,1094643.5420000027,1044805.1330000032,3054884823.464692,2913952972.9032407,USD_ETH_perpetual_swap,2750.71,2822.35,2813.82,2772.78,2139448.675000006,1000000,0,0.013945342904090774
2022-03-17,USD_BNB_perpetual_swap,385.24,392.34,381.72,392.0,185330807.68001565,91331096.36000691,93999711.32000874,35339666698.18258,36358379537.60747,USD_BNB_perpetual_swap,381.72,392.34,392.0,385.24,185330807.68001565,1000000,0,0.016333938294010864
2022-03-17,USD_BTC_perpetual_swap,41105.8,41174.6,40609.4,40938.4,377792.7069999984,184700.6169999991,193092.08999999933,7555212480.857597,7894753855.535673,USD_BTC_perpetual_swap,40609.4,41174.6,40938.4,41105.8,377792.7069999984,1000000,0,-0.005463604715851278
2022-03-17,USD_DOGE_perpetual_swap,0.11698,0.11834,0.1161,0.11645,317821158425.0,155832314047.0,161988844378.0,18276883979.90681,18993409854.19867,USD_DOGE_perpetual_swap,0.1161,0.11834,0.11645,0.11698,317821158425.0,1000000,0,-0.004615779126421082
2022-03-18,USD_ETH_perpetual_swap,2810.75,2962.81,2769.88,2945.99,3102157.42200001,1604931.0200000035,1497226.4020000063,4582585413.760422,4270668280.152272,USD_ETH_perpetual_swap,2769.88,2962.81,2945.99,2810.75,3102157.4220000096,1000000,0,0.0469717323780483
2022-03-18,USD_BTC_perpetual_swap,40898.0,42000.0,40236.0,41832.9,460914.68500000006,235719.14500000048,225195.5399999996,9668260917.369793,9227180778.322206,USD_BTC_perpetual_swap,40236.0,42000.0,41832.9,40898.0,460914.68500000006,1000000,0,0.021849901315146747
2022-03-18,USD_DOGE_perpetual_swap,0.11633,0.11933,0.11426,0.11931,277420604237.0,128932386839.0,148488217398.0,14924458461.979605,17180700698.3611,USD_DOGE_perpetual_swap,0.11426,0.11933,0.11931,0.11633,277420604237.0,1000000,0,0.024559896951481308
2022-03-18,USD_BNB_perpetual_swap,391.77,398.99,383.73,397.59,180695139.7800166,90513926.4800091,90181213.30000748,35216902296.87062,35066733608.288536,USD_BNB_perpetual_swap,383.73,398.99,397.59,391.77,180695139.78001657,1000000,0,0.014260204081632644
2022-03-19,USD_BTC_perpetual_swap,41751.5,42276.5,41540.1,42218.0,281944.0539999985,139498.91699999935,142445.13699999914,5841983240.513431,5963466092.770889,USD_BTC_perpetual_swap,41540.1,42276.5,42218.0,41751.5,281944.0539999985,1000000,0,0.009205673046812413
2022-03-19,USD_BNB_perpetual_swap,396.91,405.13,395.17,399.92,149737524.59001446,75477660.45000367,74259864.1400108,30206948221.56227,29706348061.898106,USD_BNB_perpetual_swap,395.17,405.13,399.92,396.91,149737524.59001446,1000000,0,0.005860308357856114
2022-03-19,USD_DOGE_perpetual_swap,0.1191,0.12408,0.1186,0.12354,405316970482.0,195216467907.0,210100502575.0,23663448702.60591,25466188753.681023,USD_DOGE_perpetual_swap,0.1186,0.12408,0.12354,0.1191,405316970482.0,1000000,0,0.03545385969323611
2022-03-19,USD_ETH_perpetual_swap,2938.02,2974.5,2911.31,2952.47,1705965.7050000012,828917.2100000007,877048.4950000006,2446552474.16031,2586988233.51425,USD_ETH_perpetual_swap,2911.31,2974.5,2952.47,2938.02,1705965.7050000012,1000000,0,0.002199600134419999
2022-03-20,USD_DOGE_perpetual_swap,0.12351,0.12364,0.11749,0.11913,279464620416.0,127563098313.0,151901522103.0,15464538143.297676,18418954973.661804,USD_DOGE_perpetual_swap,0.11749,0.12364,0.11913,0.12351,279464620416.0,1000000,0,-0.03569694026226322
2022-03-20,USD_BTC_perpetual_swap,42188.2,42189.3,40981.2,41264.3,364393.4629999985,178045.74599999894,186347.7169999996,7392713414.817942,7737593863.679736,USD_BTC_perpetual_swap,40981.2,42189.3,41264.3,42188.2,364393.46299999853,1000000,0,-0.02258989056800409
2022-03-20,USD_ETH_perpetual_swap,2950.01,2953.65,2821.0,2861.05,2220167.874000005,1071635.7370000023,1148532.1370000024,3093288517.667569,3313956521.107239,USD_ETH_perpetual_swap,2821.0,2953.65,2861.05,2950.01,2220167.8740000045,1000000,0,-0.030963904798355202
2022-03-20,USD_BNB_perpetual_swap,399.7,399.93,386.93,390.8,138421509.93000287,66925001.95000108,71496507.9800018,26395667496.435123,28201512343.381927,USD_BNB_perpetual_swap,386.93,399.93,390.8,399.7,138421509.9300029,1000000,0,-0.022804560912182414
2022-03-21,USD_BTC_perpetual_swap,41261.1,41381.4,40500.1,41051.2,475471.3839999981,236889.90799999872,238581.47599999933,9720894979.194366,9788498748.625343,USD_BTC_perpetual_swap,40500.1,41381.4,41051.2,41261.1,475471.38399999804,1000000,0,-0.005164270325681231
2022-03-21,USD_BNB_perpetual_swap,390.74,398.23,385.65,396.61,165366074.57000926,82100992.15000634,83265082.42000292,32208888288.91403,32652107045.751705,USD_BNB_perpetual_swap,385.65,398.23,396.61,390.74,165366074.57000926,1000000,0,0.014866939611054342
2022-03-21,USD_DOGE_perpetual_swap,0.11913,0.12111,0.11768,0.11931,333275677234.0,165185490682.0,168090186552.0,19773214016.2521,20123847667.720024,USD_DOGE_perpetual_swap,0.11768,0.12111,0.11931,0.11913,333275677234.0,1000000,0,0.0015109544195417435
2022-03-21,USD_ETH_perpetual_swap,2860.41,2949.51,2832.65,2896.0,2606217.2100000065,1301644.6070000029,1304572.6030000038,3775872384.01133,3783864566.689649,USD_ETH_perpetual_swap,2832.65,2949.51,2896.0,2860.41,2606217.2100000065,1000000,0,0.012215794900473531
2022-03-22,USD_BTC_perpetual_swap,40982.0,43106.7,40924.3,42353.4,435999.5550000031,222304.22700000292,213695.32800000013,9426053021.118988,9060050368.85736,USD_BTC_perpetual_swap,40924.3,43106.7,42353.4,40982.0,435999.5550000031,1000000,0,0.03172136259110592
2022-03-22,USD_ETH_perpetual_swap,2889.07,3035.23,2887.79,2970.29,2145678.277000004,1082407.0300000005,1063271.2470000037,3235652025.6654167,3179057810.310492,USD_ETH_perpetual_swap,2887.79,3035.23,2970.29,2889.07,2145678.2770000044,1000000,0,0.02565262430939219
2022-03-22,USD_BNB_perpetual_swap,395.82,409.11,395.39,404.18,187774680.5200261,94392587.91000494,93382092.61002116,38150607769.01922,37746656344.58705,USD_BNB_perpetual_swap,395.39,409.11,404.18,395.82,187774680.5200261,1000000,0,0.019086760293487215
2022-03-22,USD_DOGE_perpetual_swap,0.11916,0.12498,0.11893,0.12244,346344981066.0,168006389412.0,178338591654.0,20563972752.66131,21816445237.849983,USD_DOGE_perpetual_swap,0.11893,0.12498,0.12244,0.11916,346344981066.0,1000000,0,0.026234179867571816
2022-03-23,USD_BTC_perpetual_swap,42349.9,42850.0,41779.8,43051.0,431162.1509999983,213944.193999999,217217.95699999927,9039455025.308548,9173255220.94292,USD_BTC_perpetual_swap,41779.8,42850.0,43051.0,42349.9,431162.15099999827,1000000,0,0.016470932676007077
2022-03-23,USD_DOGE_perpetual_swap,0.12236,0.12956,0.12111,0.12986,496669607601.0,237103983204.0,259565624397.0,29609269148.027267,32377167740.021294,USD_DOGE_perpetual_swap,0.12111,0.12956,0.12986,0.12236,496669607601.0,1000000,0,0.06060111074812169
2022-03-23,USD_BNB_perpetual_swap,404.04,409.58,398.17,408.78,175406393.52003026,84434756.7200034,90971636.80002686,34063997896.206417,36666974058.60764,USD_BNB_perpetual_swap,398.17,409.58,408.78,404.04,175406393.52003026,1000000,0,0.011381067841060855
2022-03-23,USD_ETH_perpetual_swap,2968.48,3029.1,2927.59,3038.02,2697673.0980000054,1335120.6690000026,1362552.4290000028,3972302480.013521,4051015111.7528105,USD_ETH_perpetual_swap,2927.59,3029.1,3038.02,2968.48,2697673.0980000054,1000000,0,0.022802487299219854
2022-03-24,USD_DOGE_perpetual_swap,0.12981,0.13969,0.12814,0.13693,1475409180649.0,731827193426.0,743581987223.0,99514231736.0333,101025999144.84528,USD_DOGE_perpetual_swap,0.12814,0.13969,0.13693,0.12981,1475409180649.0,1000000,0,0.05444324657323274
2022-03-24,USD_ETH_perpetual_swap,3035.54,3116.44,3011.66,3111.63,2410919.705000004,1219862.0780000016,1191057.6270000024,3733924754.74266,3642546573.33774,USD_ETH_perpetual_swap,3011.66,3116.44,3111.63,3035.54,2410919.705000004,1000000,0,0.024229596908512896
2022-03-24,USD_BTC_perpetual_swap,42863.8,44034.0,42678.0,43985.0,393074.5739999999,200889.28100000037,192185.2929999996,8699533530.711588,8316394222.0811615,USD_BTC_perpetual_swap,42678.0,44034.0,43985.0,42863.8,393074.57399999996,1000000,0,0.02169519871779979
