date,token,open,high,low,close,volume,buy_qty,sell_qty,buy_usd,sell_usd,PERMNO,BIDLO,ASKHI,PRC,OPENPRC,VOL,SHROUT,EXCHCD,Ret,next_1d_ret,next_7d_ret,next_30d_ret,next_180d_ret,next_360d_ret,next_week_ret,next_month_ret,next_quarter_ret,next_year_ret,Date,StockID,MarketCap,next_week_ret_0delay
2022-03-05,USD_BNB_perpetual_swap,373.98,384.7,367.74,384.8,137876880.03000277,67500807.33000055,70376072.70000224,25315966985.07937,26346052969.451107,USD_BNB_perpetual_swap,367.74,384.7,384.8,373.98,137876880.03000277,1000000,0,0.027997435349433664,0.026735684935162096,0.032798325191905064,-0.1407069962707398,0.3822335572398434,0.27764127764127755,0.032798325191905064,-0.1407069962707398,0.3822335572398434,0.27764127764127755,2022-03-05,USD_BNB_perpetual_swap,100000,0.032798325191905064
2022-03-05,USD_DOGE_perpetual_swap,0.12248,0.12515,0.12119,0.12493,148063769753.0,65097959569.0,82965810184.0,8001550333.935087,10192825628.887068,USD_DOGE_perpetual_swap,0.12119,0.12515,0.12493,0.12248,148063769753.0,1000000,0,0.019919993468854535,0.0357320510694743,0.08805086221912561,-0.16036023926339138,1.0020833333333332,0.5453983176645225,0.08805086221912561,-0.16036023926339138,1.0020833333333332,0.5453983176645225,2022-03-05,USD_DOGE_perpetual_swap,100000,0.08805086221912561
2022-03-05,USD_ETH_perpetual_swap,2620.25,2675.53,2593.12,2665.24,1085458.7600000007,542235.8680000005,543222.8920000003,1431882978.78381,1434135137.68619,USD_ETH_perpetual_swap,2593.12,2675.53,2665.24,2620.25,1085458.7600000007,1000000,0,0.016657956873171287,0.04451219990124078,0.0361190049488207,-0.24319934577422397,0.6794520375306399,0.660865067643778,0.0361190049488207,-0.24319934577422397,0.6794520375306399,0.660865067643778,2022-03-05,USD_ETH_perpetual_swap,100000,0.0361190049488207
2022-03-06,USD_DOGE_perpetual_swap,0.12491,0.12521,0.1198,0.12062,158747413724.0,74363457047.0,84383956677.0,9164986288.230097,10402319442.328472,USD_DOGE_perpetual_swap,0.1198,0.12521,0.12062,0.12491,158747413724.0,1000000,0,-0.03449931961898656,0.03146912946810332,0.08053390665591698,-0.3080541532813217,0.954309786130914,0.47097560975609754,0.08053390665591698,-0.3080541532813217,0.954309786130914,0.47097560975609754,2022-03-06,USD_DOGE_perpetual_swap,100000,0.08053390665591698
2022-03-06,USD_BNB_perpetual_swap,384.41,385.87,372.77,374.78,106663968.9499992,50615081.2599984,56048887.6900008,19242612467.06446,21315538107.31292,USD_BNB_perpetual_swap,372.77,385.87,374.78,384.41,106663968.94999921,1000000,0,-0.026039501039501145,-0.01707361850559952,0.036076631741906784,-0.15862966954022995,0.3510454217736121,0.23812355467459523,0.036076631741906784,-0.15862966954022995,0.3510454217736121,0.23812355467459523,2022-03-06,USD_BNB_perpetual_swap,100000,0.036076631741906784
2022-03-06,USD_ETH_perpetual_swap,2663.55,2667.9,2543.76,2551.66,1394544.713000002,678469.0480000009,716075.6650000012,1777884035.0977592,1875593895.0226595,USD_ETH_perpetual_swap,2543.76,2667.9,2551.66,2663.55,1394544.713000002,1000000,0,-0.042615299185064015,0.02200487038995158,0.013082093611412215,-0.25189470011698034,0.6163967034289659,0.53197646493756,0.013082093611412215,-0.25189470011698034,0.6163967034289659,0.53197646493756,2022-03-06,USD_ETH_perpetual_swap,100000,0.013082093611412215
2022-03-06,USD_BTC_perpetual_swap,39373.8,39555.0,38136.0,38404.7,311704.250999999,155049.23599999936,156655.0149999996,6024745029.092791,6085049861.5735,USD_BTC_perpetual_swap,38136.0,39555.0,38404.7,39373.8,311704.250999999,1000000,0,-0.02526142131979703,0.009191983161169759,0.015817302224208962,-0.15662277542559,0.9231293096109643,0.6245299380300753,0.015817302224208962,-0.15662277542559,0.9231293096109643,0.6245299380300753,2022-03-06,USD_BTC_perpetual_swap,100000,0.015817302224208962
2022-03-07,USD_DOGE_perpetual_swap,0.12055,0.12222,0.11427,0.11694,225510365828.0,106030634185.0,119479731643.0,12668596007.152456,14270002775.650572,USD_DOGE_perpetual_swap,0.11427,0.12222,0.11694,0.12055,225510365828.0,1000000,0,-0.03050903664400595,-0.0007690335811330051,0.0260594893392998,-0.18610801781737196,0.8641798182687712,0.4510485171857552,0.0260594893392998,-0.18610801781737196,0.8641798182687712,0.4510485171857552,2022-03-07,USD_DOGE_perpetual_swap,100000,0.0260594893392998
2022-03-07,USD_BTC_perpetual_swap,38401.1,39352.1,37221.7,38054.9,490252.5849999975,245476.55199999863,244776.03299999883,9399757725.550991,9364892858.720491,USD_BTC_perpetual_swap,37221.7,39352.1,38054.9,38401.1,490252.58499999746,1000000,0,-0.009108260186904138,-0.017585662986206563,-0.04146967479654318,-0.11987575772293413,0.9180897177419356,0.6223121259144313,-0.04146967479654318,-0.11987575772293413,0.9180897177419356,0.6223121259144313,2022-03-07,USD_BTC_perpetual_swap,100000,-0.04146967479654318
2022-03-07,USD_BNB_perpetual_swap,374.69,383.1,363.41,381.29,188699349.94001785,93221487.50000712,95477862.44001073,34815501271.00758,35639354220.38738,USD_BNB_perpetual_swap,363.41,383.1,381.29,374.69,188699349.94001785,1000000,0,0.017370190511767136,-0.0011003117549971408,0.019491978609625704,-0.09326769874675978,0.3721390528285591,0.2714328587148622,0.019491978609625704,-0.09326769874675978,0.3721390528285591,0.2714328587148622,2022-03-07,USD_BNB_perpetual_swap,100000,0.019491978609625704
2022-03-07,USD_ETH_perpetual_swap,2549.36,2635.37,2452.87,2496.72,2690683.0780000053,1334080.5710000028,1356602.5070000023,3394422130.1053705,3449606934.085679,USD_ETH_perpetual_swap,2452.87,2635.37,2496.72,2549.36,2690683.0780000053,1000000,0,-0.021531081727189427,-0.031441905212645116,-0.036744394203614306,-0.213388699504099,0.6029790375910884,0.5154873836852869,-0.036744394203614306,-0.213388699504099,0.6029790375910884,0.5154873836852869,2022-03-07,USD_ETH_perpetual_swap,100000,-0.036744394203614306
2022-03-08,USD_BNB_perpetual_swap,380.13,386.65,376.95,381.71,202484040.31004015,101587389.72001617,100896650.590024,38870016393.445625,38580272881.20924,USD_BNB_perpetual_swap,376.95,386.65,381.71,380.13,202484040.31004018,1000000,0,0.0011015237745546358,-0.02996188055908522,0.026792199058506938,-0.12562134921543933,0.368038133467135,0.31470000688847555,0.026792199058506938,-0.12562134921543933,0.368038133467135,0.31470000688847555,2022-03-08,USD_BNB_perpetual_swap,100000,0.026792199058506938
2022-03-08,USD_DOGE_perpetual_swap,0.11662,0.11931,0.11543,0.11703,219429421024.0,104245522792.0,115183898232.0,12312283452.871058,13601666896.227652,USD_DOGE_perpetual_swap,0.11543,0.11931,0.11703,0.11662,219429421024.0,1000000,0,0.000769625448948208,-0.037027894347074874,0.038697079968048165,-0.19941168422492828,0.8511546978804176,0.5234313980734184,0.038697079968048165,-0.19941168422492828,0.8511546978804176,0.5234313980734184,2022-03-08,USD_DOGE_perpetual_swap,100000,0.038697079968048165
2022-03-08,USD_BTC_perpetual_swap,37963.7,39185.8,38015.8,38736.1,421461.16199999664,211158.69299999843,210302.46899999815,8166111284.450571,8129281097.616551,USD_BTC_perpetual_swap,38015.8,39185.8,38736.1,37963.7,421461.1619999966,1000000,0,0.017900454343592997,-0.07771190476190482,-0.01529321744789347,-0.10885324045210576,0.9372311908619897,0.7337095900711186,-0.01529321744789347,-0.10885324045210576,0.9372311908619897,0.7337095900711186,2022-03-08,USD_BTC_perpetual_swap,100000,-0.01529321744789347
2022-03-08,USD_ETH_perpetual_swap,2490.0,2612.24,2493.94,2577.77,2643198.891000009,1326726.3040000051,1316472.587000004,3399199229.451959,3371201705.8513203,USD_ETH_perpetual_swap,2493.94,2612.24,2577.77,2490.0,2643198.891000009,1000000,0,0.03246259091928616,-0.05746399359398591,-0.0163585994260943,-0.20210665114896986,0.6326159653433991,0.6430847876802266,-0.0163585994260943,-0.20210665114896986,0.6326159653433991,0.6430847876802266,2022-03-08,USD_ETH_perpetual_swap,100000,-0.0163585994260943
2022-03-09,USD_DOGE_perpetual_swap,0.11693,0.12353,0.11667,0.12153,264036344963.0,128028347731.0,136007997232.0,15513476220.200974,16467884044.30209,USD_DOGE_perpetual_swap,0.11667,0.12353,0.12153,0.11693,264036344963.0,1000000,0,0.038451679056652255,0.0405856665810429,0.038806735618428956,-0.14811439786905933,0.9364244741873806,0.6286518359689091,0.038806735618428956,-0.14811439786905933,0.9364244741873806,0.6286518359689091,2022-03-09,USD_DOGE_perpetual_swap,100000,0.038806735618428956
2022-03-09,USD_BNB_perpetual_swap,381.06,400.43,381.03,393.5,275381434.320065,140953138.38002396,134428295.94004104,55504692171.15127,52976131472.11065,USD_BNB_perpetual_swap,381.03,400.43,393.5,381.06,275381434.320065,1000000,0,0.030887322836708586,0.05799478396472457,0.02022297122115635,-0.06795518605367257,0.42114196973527407,0.35947486612541035,0.02022297122115635,-0.06795518605367257,0.42114196973527407,0.35947486612541035,2022-03-09,USD_BNB_perpetual_swap,100000,0.02022297122115635
2022-03-09,USD_ETH_perpetual_swap,2575.49,2759.99,2569.87,2734.93,2075329.3080000055,1065541.0340000032,1009788.2740000024,2884042237.661529,2735489659.2371006,USD_ETH_perpetual_swap,2569.87,2759.99,2734.93,2575.49,2075329.3080000058,1000000,0,0.06096742533274879,0.04922869167232524,-0.014482256623137069,-0.14388968884993425,0.6903152039555005,0.7461086637298091,-0.014482256623137069,-0.14388968884993425,0.6903152039555005,0.7461086637298091,2022-03-09,USD_ETH_perpetual_swap,100000,-0.014482256623137069
2022-03-09,USD_BTC_perpetual_swap,38709.9,42400.0,38669.8,42000.0,462040.9919999997,239793.57400000063,222247.41799999904,9942349112.876797,9227967569.739544,USD_BTC_perpetual_swap,38669.8,42400.0,42000.0,38709.9,462040.9919999997,1000000,0,0.08425990226171454,0.06480342968114194,0.020326358673867118,-0.007500460803357534,1.1216621707634955,0.8795814798571517,0.020326358673867118,-0.007500460803357534,1.1216621707634955,0.8795814798571517,2022-03-09,USD_BTC_perpetual_swap,100000,0.020326358673867118
2022-03-10,USD_BTC_perpetual_swap,41939.5,41933.2,38555.2,39443.9,646231.4410000201,315458.97200001,330772.46900001017,12455745515.376938,13064556843.46768,USD_BTC_perpetual_swap,38555.2,41933.2,39443.9,41939.5,646231.4410000201,1000000,0,-0.06085952380952375,0.01782567072053598,-0.036506067652863794,-0.0781658623228203,1.096485120360577,0.7587998180731812,-0.036506067652863794,-0.0781658623228203,1.096485120360577,0.7587998180731812,2022-03-10,USD_BTC_perpetual_swap,100000,-0.036506067652863794
2022-03-10,USD_DOGE_perpetual_swap,0.12145,0.12128,0.11445,0.11679,310945990961.0,145754284246.0,165191706715.0,17095125543.363811,19372979117.61732,USD_DOGE_perpetual_swap,0.11445,0.12128,0.11679,0.12145,310945990961.0,1000000,0,-0.03900271537891875,0.0110812916630596,0.0029197080291971655,-0.19092483546934536,0.9815066168985409,0.5613636363636363,0.0029197080291971655,-0.19092483546934536,0.9815066168985409,0.5613636363636363,2022-03-10,USD_DOGE_perpetual_swap,100000,0.0029197080291971655
2022-03-10,USD_BNB_perpetual_swap,392.96,393.74,364.39,371.93,218307136.3400526,104752336.7400182,113554799.6000344,39445580497.473625,42789447729.91667,USD_BNB_perpetual_swap,364.39,393.74,371.93,392.96,218307136.3400526,1000000,0,-0.05481575603557809,-0.0002150479825810958,-0.051198979591836724,-0.12937734082397,0.41165977151098776,0.2888727171916694,-0.051198979591836724,-0.12937734082397,0.41165977151098776,0.2888727171916694,2022-03-10,USD_BNB_perpetual_swap,100000,-0.051198979591836724
2022-03-10,USD_ETH_perpetual_swap,2726.37,2721.23,2552.81,2606.61,2503387.939000004,1226718.9770000032,1276668.9620000003,3199106599.371429,3329171401.97559,USD_ETH_perpetual_swap,2552.81,2721.23,2606.61,2726.37,2503387.9390000035,1000000,0,-0.04691893393980828,0.018903547346819094,-0.0736401049107619,-0.20176330440427992,0.6700474115838033,0.6659167747831811,-0.0736401049107619,-0.20176330440427992,0.6700474115838033,0.6659167747831811,2022-03-10,USD_ETH_perpetual_swap,100000,-0.0736401049107619
2022-03-11,USD_BTC_perpetual_swap,39407.2,39950.4,38251.7,38753.1,656302.1930000077,326401.0320000036,329901.16100000404,12771065595.585487,12896051048.815413,USD_BTC_perpetual_swap,38251.7,39950.4,38753.1,39407.2,656302.1930000077,1000000,0,-0.017513481171993694,-0.0025763643663841984,-0.0736214797444118,-0.08293833815688911,1.0092756298251162,0.7298946522631906,-0.0736214797444118,-0.08293833815688911,1.0092756298251162,0.7298946522631906,2022-03-11,USD_BTC_perpetual_swap,100000,-0.0736214797444118
2022-03-11,USD_DOGE_perpetual_swap,0.11678,0.1179,0.11418,0.11551,249766582719.0,119854614998.0,129911967721.0,13923275310.53084,15090750171.606133,USD_DOGE_perpetual_swap,0.11418,0.1179,0.11551,0.11678,249766582719.0,1000000,0,-0.010959842452264779,0.0060094060268245375,-0.03184980303411278,-0.22751287367083528,0.8914360569837891,0.5438385458433574,-0.03184980303411278,-0.22751287367083528,0.8914360569837891,0.5438385458433574,2022-03-11,USD_DOGE_perpetual_swap,100000,-0.03184980303411278
2022-03-11,USD_ETH_perpetual_swap,2605.43,2658.51,2525.06,2558.25,2866278.2950000144,1423527.4700000065,1442750.825000008,3692017588.35125,3740018238.46757,USD_ETH_perpetual_swap,2525.06,2658.51,2558.25,2605.43,2866278.295000015,1000000,0,-0.018552832989975565,-0.0054736367417865806,-0.1316161969321008,-0.20348402764804785,0.5692282212653197,0.6338189180041001,-0.1316161969321008,-0.20348402764804785,0.5692282212653197,0.6338189180041001,2022-03-11,USD_ETH_perpetual_swap,100000,-0.1316161969321008
2022-03-11,USD_BNB_perpetual_swap,371.75,377.87,364.89,372.01,181694065.67003125,89408967.15001257,92285098.52001868,33258757085.59697,34329491237.659943,USD_BNB_perpetual_swap,364.89,377.87,372.01,371.75,181694065.67003125,1000000,0,0.00021509423816312712,-0.0015298727790005184,-0.0643376342463341,-0.11229627508530793,0.33327360045874843,0.29291349529072375,-0.0643376342463341,-0.11229627508530793,0.33327360045874843,0.29291349529072375,2022-03-11,USD_BNB_perpetual_swap,100000,-0.0643376342463341
2022-03-12,USD_BNB_perpetual_swap,371.8,378.39,372.0,372.58,138929392.48000258,66776732.68999948,72152659.79000312,25077035752.62961,27073871789.988464,USD_BNB_perpetual_swap,372.0,378.39,372.58,371.8,138929392.4800026,1000000,0,0.0015322168758904464,0.029994747463577776,-0.06836367273454702,-0.055037029522166936,0.32827094474153284,0.2883125864453666,-0.06836367273454702,-0.055037029522166936,0.32827094474153284,0.2883125864453666,2022-03-12,USD_BNB_perpetual_swap,100000,-0.06836367273454702
2022-03-12,USD_DOGE_perpetual_swap,0.11542,0.11705,0.11473,0.11482,196499589996.0,93212083881.0,103287506115.0,10847167206.28169,12019171430.0438,USD_DOGE_perpetual_swap,0.11473,0.11705,0.11482,0.11542,196499589996.0,1000000,0,-0.005973508787117998,0.028576547523067486,-0.0705844260968107,-0.14549378581528605,0.8829124303050182,0.5499460043196547,-0.0705844260968107,-0.14549378581528605,0.8829124303050182,0.5499460043196547,2022-03-12,USD_DOGE_perpetual_swap,100000,-0.0705844260968107
2022-03-12,USD_BTC_perpetual_swap,38713.1,39232.0,38722.5,38853.2,268626.95099999884,131737.85699999944,136889.0939999994,5147572786.865322,5346255559.238621,USD_BTC_perpetual_swap,38722.5,39232.0,38853.2,38713.1,268626.95099999884,1000000,0,0.002583019164918321,0.027680278892365573,-0.0797006016391113,-0.016563901629053635,1.0110976531362255,0.7507198312958765,-0.0797006016391113,-0.016563901629053635,1.0110976531362255,0.7507198312958765,2022-03-12,USD_BTC_perpetual_swap,100000,-0.0797006016391113
2022-03-12,USD_ETH_perpetual_swap,2555.89,2598.79,2558.61,2572.33,1294618.223000001,649989.4840000006,644628.7390000003,1680215131.4052796,1665733121.4512403,USD_ETH_perpetual_swap,2558.61,2598.79,2572.33,2555.89,1294618.223000001,1000000,0,0.005503762337535356,0.021288675552167513,-0.12875321341114387,-0.13692075922440194,0.5730018956766343,0.6468181818181817,-0.12875321341114387,-0.13692075922440194,0.5730018956766343,0.6468181818181817,2022-03-12,USD_ETH_perpetual_swap,100000,-0.12875321341114387
2022-03-13,USD_BNB_perpetual_swap,372.1,376.58,360.68,361.73,130658557.99002355,59741192.40000217,70917365.59002139,22255938002.815296,26413727775.44654,USD_BNB_perpetual_swap,360.68,376.58,361.73,372.1,130658557.99002355,1000000,0,-0.02912126254764069,-0.03280748663101596,-0.0743858751279427,-0.12642484544049448,0.23247018739352643,0.2605589629216618,-0.0743858751279427,-0.12642484544049448,0.23247018739352643,0.2605589629216618,2022-03-13,USD_BNB_perpetual_swap,100000,-0.0743858751279427
